scientific_name,park_name,observations,category,common_names,conservation_status
Toxostoma rufum,Yellowstone National Park,245,Bird,Brown Thrasher,
Viola arvensis,Great Smoky Mountains National Park,81,Vascular Plant,Field Pansy,
Viola arvensis,Great Smoky Mountains National Park,81,Vascular Plant,"European Field Pansy, Field Violet, Wild Pansy",
Egretta thula,Bryce National Park,122,Bird,Snowy Egret,
Senecio flaccidus var. douglasii,Bryce National Park,95,Vascular Plant,"Douglas' Groundsel, Douglas' Ragwort, Douglas' Senecio",
Asclepias tuberosa,Bryce National Park,102,Vascular Plant,"Butterfly-Weed, Butterfly Milkweed",
Senecio aronicoides,Bryce National Park,105,Vascular Plant,Rayless Ragwort,
Avena fatua,Yosemite National Park,117,Vascular Plant,"Flaxgrass, Oatgrass, Wheat Oats, Wild Oat, Wild Oats",
Heterotheca villosa var. hispida,Yosemite National Park,154,Vascular Plant,Bristly Hairy Goldaster,
Arceuthobium abietinum,Yosemite National Park,171,Vascular Plant,Fir Dwarf Mistletoe,
Diplazium pycnocarpon,Yellowstone National Park,270,Vascular Plant,Glade Fern,
Rubus parviflorus var. parviflorus,Bryce National Park,114,Vascular Plant,"Thimbleberry, Western Thimbleberry",
Anthemis tinctoria,Yosemite National Park,139,Vascular Plant,Golden Chamomile,
Potentilla canadensis,Bryce National Park,99,Vascular Plant,"Canada Cinquefoil, Dwarf Cinquefoil",
Quercus rubra var. ambigua,Yosemite National Park,128,Vascular Plant,Northern Red Oak,
Festuca minutiflora,Yosemite National Park,116,Vascular Plant,"Smallflower Fescue, Small-Flower Fescue",
Senecio vulgaris,Yellowstone National Park,282,Vascular Plant,"Common Groundsel, Old-Man-In-The-Spring",
Chaerophyllum procumbens,Yellowstone National Park,270,Vascular Plant,Spreading Chervil,
Aletris farinosa,Great Smoky Mountains National Park,85,Vascular Plant,"Colic Root, White-Tubed Colicroot",
Cynanchum laeve,Great Smoky Mountains National Park,36,Vascular Plant,Cynanchum,
Pterospora andromedea,Great Smoky Mountains National Park,45,Vascular Plant,"Giant Bird's Nest, Giant Pinedrops, Woodland Pinedrops",
Comandra umbellata ssp. californica,Great Smoky Mountains National Park,75,Vascular Plant,"Bastard Toadflax, California Bastard Toadflax",
Rumex patientia,Bryce National Park,83,Vascular Plant,Patience Dock,
Mimulus moschatus,Bryce National Park,118,Vascular Plant,"Musk Monkeyflower, Muskflower",
Terrapene carolina carolina,Great Smoky Mountains National Park,49,Reptile,Eastern Box Turtle,
Poa bulbosa,Yosemite National Park,147,Vascular Plant,"Bulbous Blue Grass, Bulbous Bluegrass",
Vulpia myuros,Yellowstone National Park,257,Vascular Plant,Rattail Fescue,
Vulpia myuros,Yellowstone National Park,257,Vascular Plant,"Foxtail Fescue, Rattail Fescue, Rat-Tail Fescue, Rat-Tailed Fescue",
Carassius auratus,Great Smoky Mountains National Park,44,Fish,Goldfish,
Cardamine rotundifolia,Great Smoky Mountains National Park,111,Vascular Plant,"Round Leaf Watercress, Round-Leaf Water Cress",
Oenothera linifolia,Great Smoky Mountains National Park,66,Vascular Plant,Threadleaf Eveningprimrose,
Polygonum californicum,Yellowstone National Park,304,Vascular Plant,California Knotweed,
Minuartia pusilla,Yosemite National Park,147,Vascular Plant,"Annual Sandwort, Dwarf Sandwort",
Aristida dichotoma var. dichotoma,Yosemite National Park,192,Vascular Plant,Churchmouse Threeawn,
Asclepias variegata,Yellowstone National Park,265,Vascular Plant,White Milkweed,
Philonotis marchica,Yosemite National Park,100,Nonvascular Plant,Philonotis Moss,
Carex tonsa var. rugosperma,Yellowstone National Park,233,Vascular Plant,Parachute Sedge,
Calochortus albus,Great Smoky Mountains National Park,59,Vascular Plant,White Fairy-Lantern,
Hymenophyllum tayloriae,Yellowstone National Park,267,Vascular Plant,Taylor's Filmy Fern,
Pellaea atropurpurea,Yosemite National Park,134,Vascular Plant,"Purple Cliff-Brake, Purple-Stem Cliff-Brake",
Phacelia dubia var. dubia,Great Smoky Mountains National Park,95,Vascular Plant,Smallflower Scorpionweed,
Asclepias variegata,Bryce National Park,91,Vascular Plant,White Milkweed,
Koeleria macrantha,Yosemite National Park,123,Vascular Plant,"Junegrass, Prairie Junegrass",
Menispermum canadense,Bryce National Park,119,Vascular Plant,"Canada Moonseed, Moonseed",
Houstonia longifolia,Great Smoky Mountains National Park,67,Vascular Plant,"Longleaf Bluet, Longleaf Summer Bluet",
Buteo regalis,Yosemite National Park,153,Bird,Ferruginous Hawk,
Physcomitrium pyriforme,Yellowstone National Park,224,Nonvascular Plant,Physcomitrium Moss,
Lemmiscus curtatus,Yellowstone National Park,253,Mammal,Sagebrush Vole,
Angelica breweri,Yellowstone National Park,243,Vascular Plant,Brewer's Angelica,
Rhododendron arborescens,Bryce National Park,69,Vascular Plant,"Smooth Azalea, Sweet Azalea",
Conium maculatum,Yosemite National Park,146,Vascular Plant,Poison Hemlock,
Conium maculatum,Yosemite National Park,146,Vascular Plant,"Cigue Maculee, Cigue Tachetee, Deadly Hemlock, Poison Hemlock, Poison Parsley, Poison-Hemlock",
Luzula parviflora,Yosemite National Park,152,Vascular Plant,"Millet Woodrush, Smallflower Woodrush, Smallflowered Woodrush",
Erysimum cheiranthoides,Bryce National Park,90,Vascular Plant,"Worm-Seed Mustard, Worm-Seed Wallflower",
Erysimum cheiranthoides,Bryce National Park,90,Vascular Plant,"Treacle Wallflower, Wallflower Mustard, Wormseed Mustard, Wormseed Wallflower, Worm-Seed Wallflower",
Lycopersicon esculentum,Bryce National Park,91,Vascular Plant,"Garden Tomato, Tomato",
Paulownia tomentosa,Great Smoky Mountains National Park,81,Vascular Plant,"Princess Tree, Royal Paulownia",
Tiarella cordifolia,Yellowstone National Park,274,Vascular Plant,"Heartleaf Foamflower, Heart-Leaved Foam-Flower",
Lithophragma affine,Great Smoky Mountains National Park,69,Vascular Plant,San Francisco Woodland-Star,
Catostomus catostomus,Great Smoky Mountains National Park,62,Fish,Longnose Sucker,
Arnica cordifolia,Great Smoky Mountains National Park,98,Vascular Plant,"Heartleaf Arnica, Heart-Leaf Leopardbane",
Cyprinella spiloptera,Bryce National Park,103,Fish,Spotfin Shiner,
Paspalum boscianum,Great Smoky Mountains National Park,66,Vascular Plant,Bull Crowngrass,
Pinus lambertiana,Yellowstone National Park,244,Vascular Plant,"California Sugar Pine, Sugar Pine",
Rudbeckia triloba,Yellowstone National Park,245,Vascular Plant,"Brown-Eyed Susan, Hree-Lobed Black-Eyed Susan",
Ditrichum pallidum,Great Smoky Mountains National Park,69,Nonvascular Plant,Pale Ditrichum Moss,
Neckera pennata,Great Smoky Mountains National Park,69,Nonvascular Plant,Neckera Moss,
Dodecatheon conjugens,Great Smoky Mountains National Park,75,Vascular Plant,Bonneville Shootingstar,
Wyethia helianthoides,Bryce National Park,91,Vascular Plant,"Sunflower Mule-Ears, Whitehead Wyethia",
Larus argentatus,Great Smoky Mountains National Park,61,Bird,"European Herring Gull, Herring Gull",
Cardamine oligosperma var. oligosperma,Yellowstone National Park,251,Vascular Plant,Little Western Bittercress,
Morone chrysops,Bryce National Park,124,Fish,White Bass,
Bromus kalmii,Yosemite National Park,156,Vascular Plant,Hairy Wood Brome Grass,
Oxyura jamaicensis,Yosemite National Park,134,Bird,Ruddy Duck,
Chorispora tenella,Great Smoky Mountains National Park,86,Vascular Plant,"Beanpodded Mustard, Blue Mustard, Bluemustard, Common Blue Mustard, Crossflower, Purple Mustard, Tenella Mustard",
Thryomanes bewickii,Yellowstone National Park,230,Bird,Bewick's Wren,
Helianthus angustifolius,Great Smoky Mountains National Park,93,Vascular Plant,"Narrow-Leaved Sunflower, Swamp Sunflower",
Salix lutea,Yosemite National Park,137,Vascular Plant,Yellow Willow,
Thryomanes bewickii,Yosemite National Park,150,Bird,Bewick's Wren,
Barbarea verna,Yellowstone National Park,277,Vascular Plant,"Early Watercress, Early Winter-Cress",
Entodon sullivantii,Yellowstone National Park,237,Nonvascular Plant,Sullivant's Entodon Moss,
Erigeron simplex,Great Smoky Mountains National Park,61,Vascular Plant,"Oneflower Fleabane, Onestem Daisy, Onestem Fleabane, One-Stem Fleabane",
Laportea canadensis,Yellowstone National Park,275,Vascular Plant,"Wood Nettle, Wood-Nettle",
Rhynchospora gracilenta,Bryce National Park,102,Vascular Plant,Slender Beaksedge,
Vermivora celata,Great Smoky Mountains National Park,76,Bird,Orange-Crowned Warbler,
Wilsonia pusilla,Yosemite National Park,118,Bird,Wilson's Warbler,Species of Concern
Grus canadensis,Yellowstone National Park,285,Bird,Sandhill Crane,
Bubo virginianus,Great Smoky Mountains National Park,79,Bird,Great Horned Owl,
Hymenostylium recurvirostre,Yosemite National Park,135,Nonvascular Plant,Hymenostylium Moss,
Vitis aestivalis var. aestivalis,Yellowstone National Park,231,Vascular Plant,Summer Grape,
Mahonia bealei,Bryce National Park,78,Vascular Plant,Chinese Mahonia,
Veronica serpyllifolia,Yellowstone National Park,221,Vascular Plant,Thyme-Leaved Speedwell,
Peromyscus leucopus,Great Smoky Mountains National Park,67,Mammal,White-Footed Mouse,
Broussonetia papyrifera,Great Smoky Mountains National Park,67,Vascular Plant,Paper Mulberry,
Nerodia erythrogaster flavigaster,Bryce National Park,114,Reptile,"Yellowbelly Water Snake, Yellowbelly Watersnake",
Saxifraga mertensiana,Yellowstone National Park,266,Vascular Plant,"Merten's Saxifrage, Wood Saxifrage, Woodland Saxifrage",
Poa nemoralis,Bryce National Park,101,Vascular Plant,"Forest Blue Grass, Wood Bluegrass",
Carex bolanderi,Yellowstone National Park,244,Vascular Plant,"Bolander Sedge, Bolander's Sedge, Wood Sedge",
Rhus copallinum,Yellowstone National Park,266,Vascular Plant,Flameleaf Sumac,
Scleria pauciflora,Great Smoky Mountains National Park,81,Vascular Plant,Fewflower Nutrush,
Euphagus carolinus,Yellowstone National Park,246,Bird,Rusty Blackbird,
Chenopodium atrovirens,Great Smoky Mountains National Park,59,Vascular Plant,"Dark Goosefoot, Pinyon Goosefoot",
Orbexilum pedunculatum var. psoralioides,Great Smoky Mountains National Park,49,Vascular Plant,Sampson's Snakeroot,
Cryptantha hispidula,Bryce National Park,114,Vascular Plant,Napa Cryptantha,
Erigeron coulteri,Yosemite National Park,151,Vascular Plant,"Coulter's Fleabane, Large Mountain Fleabane, Whiteray Daisy",
Carex stipata var. stipata,Great Smoky Mountains National Park,60,Vascular Plant,Owlfruit Sedge,
Eriophyllum lanatum var. grandiflorum,Yosemite National Park,146,Vascular Plant,Common Woolly Sunflower,
Poa arida,Yellowstone National Park,264,Vascular Plant,Plains Bluegrass,
Arenaria serpyllifolia,Yellowstone National Park,220,Vascular Plant,"Thyme-Leaf Sandwort, Thyme-Leaved Sandwort",
Arenaria serpyllifolia,Yellowstone National Park,220,Vascular Plant,Thymeleaf Sandwort,
Cephalanthera austiniae,Yellowstone National Park,254,Vascular Plant,Phantom Orchid,
Sanguinaria canadensis,Yellowstone National Park,291,Vascular Plant,Bloodroot,
Scribneria bolanderi,Yosemite National Park,164,Vascular Plant,Scribner's Grass,
Geum aleppicum var. strictum,Great Smoky Mountains National Park,80,Vascular Plant,Avens,
Cirsium scariosum,Great Smoky Mountains National Park,96,Vascular Plant,Evert's Thistle,
Cirsium scariosum,Great Smoky Mountains National Park,96,Vascular Plant,Meadow Thistle,
Prosartes lanuginosum,Great Smoky Mountains National Park,48,Vascular Plant,Yellow Mandarin,
Carex praticola,Yosemite National Park,135,Vascular Plant,"Meadow Sedge, Northern Meadow Sedge",
Coluber constrictor constrictor,Bryce National Park,83,Reptile,Northern Black Racer,
Adenocaulon bicolor,Bryce National Park,123,Vascular Plant,American Trailplant,
Cardamine parviflora var. arenicola,Yellowstone National Park,258,Vascular Plant,Sand Bittercress,
Aureolaria flava,Yellowstone National Park,230,Vascular Plant,"Yellow False-Foxglove, Yellow Gerardia",
Angelica atropurpurea,Yosemite National Park,165,Vascular Plant,Purplestem Angelica,
Boehmeria cylindrica,Yosemite National Park,177,Vascular Plant,"Button-Hemp, False Nettle, False Nettle",
Echinochloa crus-galli,Great Smoky Mountains National Park,62,Vascular Plant,Barnyard Grass,
Echinochloa crus-galli,Great Smoky Mountains National Park,62,Vascular Plant,"Barnyard Grass, Barnyardgrass, Cockspur, Japanese Millet, Large Barnyard Grass, Watergrass",
Hulsea brevifolia,Great Smoky Mountains National Park,70,Vascular Plant,Shortleaf Alpinegold,
Chamaea fasciata,Bryce National Park,118,Bird,Wrentit,
Plethodon glutinosus,Bryce National Park,122,Amphibian,Snorthern Slimy Salamander,
Entodon brevisetus,Yellowstone National Park,235,Nonvascular Plant,Entodon Moss,
Romneya coulteri,Bryce National Park,101,Vascular Plant,Coulter's Matilija Poppy,Species of Concern
Salsola tragus,Yosemite National Park,169,Vascular Plant,"Prickly Russian Thistle, Tumbleweed",
Branta canadensis,Great Smoky Mountains National Park,110,Bird,Canada Goose,
Elymus villosus,Bryce National Park,100,Vascular Plant,Hairy Wildrye,
Ribes aureum var. villosum,Yellowstone National Park,241,Vascular Plant,"Buffalo Currant, Missouri Currant",
Bromus japonicus,Great Smoky Mountains National Park,93,Vascular Plant,"Japanese Brome, Japanese Chess",
Bromus japonicus,Great Smoky Mountains National Park,93,Vascular Plant,"Japanese Brome, Japanese Bromegrass, Japanese Chess",
Eupatorium coelestinum,Great Smoky Mountains National Park,81,Vascular Plant,Blue Boneset,
Bryum pallens,Yellowstone National Park,268,Nonvascular Plant,Bryum Moss,
Hordeum murinum ssp. glaucum,Great Smoky Mountains National Park,45,Vascular Plant,Smooth Barley,
Polymnia laevigata,Great Smoky Mountains National Park,56,Vascular Plant,Tennessee Leafcup,
Juncus brevicaudatus,Yellowstone National Park,265,Vascular Plant,"Narrow-Panicled Rush, Short-Caudate Rush",
Juncus brevicaudatus,Yellowstone National Park,265,Vascular Plant,"Narrowpanicle Rush, Narrow-Panicle Rush",
Paronychia sessiliflora,Great Smoky Mountains National Park,65,Vascular Plant,"Creeping Nailwort, Low Nailwort, Nailwort, Stemless Nailwort",
Ceanothus leucodermis,Yellowstone National Park,276,Vascular Plant,Chaparral Whitethorn,
Hydrophyllum virginianum var. atranthum,Bryce National Park,106,Vascular Plant,Virginia Waterleaf,
Gavia immer,Yosemite National Park,167,Bird,Common Loon,Species of Concern
Gavia immer,Yosemite National Park,167,Bird,"Common Loon, Great Northern Diver, Great Northern Loon",Species of Concern
Vireo philadelphicus,Bryce National Park,83,Bird,Philadelphia Vireo,
Arabidopsis thaliana,Great Smoky Mountains National Park,103,Vascular Plant,"Mouse-Ear Cress, Wall-Cress",
Arabidopsis thaliana,Great Smoky Mountains National Park,103,Vascular Plant,"Mouseear Cress, Mouse-Ear Cress",
Magnolia acuminata,Great Smoky Mountains National Park,76,Vascular Plant,"Cucumber Magnolia, Cucumber-Tree",
Trichostema oblongum,Yosemite National Park,156,Vascular Plant,Oblong Bluecurls,
Kelloggia galioides,Yellowstone National Park,246,Vascular Plant,"Milk Kelloggia, Milky Kelloggia",
Secale cereale,Yellowstone National Park,233,Vascular Plant,"Cultivated Rye, Rye",
Secale cereale,Yellowstone National Park,233,Vascular Plant,"Cereal Rye, Common Rye, Cultivated Annual Rye, Cultivated Rye, Rye",
Conoclinium coelestinum,Yosemite National Park,163,Vascular Plant,Blue Mistflower,
Didymodon fallax var. reflexus,Bryce National Park,91,Nonvascular Plant,Didymodon Moss,
Juncus orthophyllus,Yellowstone National Park,259,Vascular Plant,Straightleaf Rush,
Polygonum lapathifolium,Yosemite National Park,155,Vascular Plant,"Dock-Leaf Smartweed, Smartweed",
Polygonum lapathifolium,Yosemite National Park,155,Vascular Plant,"Curltop Ladysthumb, Curlytop Knotweed, Curlytop Smartweed, Dock-Leaf Smartweed, Nodding Smartweed, Pale Smartweed",
Eupatorium altissimum,Great Smoky Mountains National Park,27,Vascular Plant,Tall Thoroughwort,
Viola bakeri,Bryce National Park,100,Vascular Plant,Baker's Violet,
Castilleja rhexiifolia,Yosemite National Park,137,Vascular Plant,"Rhexialeaf Paintbrush, Splitleaf Indian Paintbrush",
Cynodon dactylon,Yellowstone National Park,269,Vascular Plant,"Bermuda Grass, Bermuda-Grass",
Cynodon dactylon,Yellowstone National Park,269,Vascular Plant,"Bermudagrass, Chiendent Pied-De-Poule, Common Bermudagrass, Devilgrass, Grama-Seda, Manienie, Motie Molulu",
Masticophis lateralis lateralis,Yellowstone National Park,288,Reptile,California Striped Racer (Whipsnake),
Helianthus hirsutus,Yosemite National Park,84,Vascular Plant,Hairy Sunflower,
Zizia trifoliata,Yellowstone National Park,238,Vascular Plant,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern
Vaccinium pallidum,Bryce National Park,85,Vascular Plant,"Early Lowbush Blueberry, Pale Lowbush Blueberry",
Plantago major,Yellowstone National Park,253,Vascular Plant,"Nipple-Seed Plantain, Plantain",
Plantago major,Yellowstone National Park,253,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",
Lonicera maackii,Great Smoky Mountains National Park,79,Vascular Plant,Amur Honeysuckle,
Wisteria floribunda,Great Smoky Mountains National Park,50,Vascular Plant,Japanese Wisteria,
Astragalus lentiginosus var. ineptus,Yellowstone National Park,254,Vascular Plant,"Freckled Milkvetch, Homely Milkvetch",
Lathyrus lanszwertii var. lanszwertii,Great Smoky Mountains National Park,91,Vascular Plant,"Lanszwert's Pea, Lanszwert's Peavine",
Lolium pratense,Yellowstone National Park,220,Vascular Plant,"Meadow Fescue, Meadow Ryegrass",
Amaranthus retroflexus,Bryce National Park,103,Vascular Plant,"Green Amaranthus, Red-Root Amaranth",
